ProductID,ProductName,Category,SubCategory,Brand,UnitOfMeasure,UnitPrice,CostPrice,SupplierID,LaunchDate,IsActive
PRD-00396,Al Watania Vegetables Gold 760g,Fresh Produce,Vegetables,Al Watania,Bottle,112.63,65.12,SUP-051,2021-01-08,1
PRD-00397,Lusine Vegetables 158g,Fresh Produce,Vegetables,Lusine,Can,26.35,19.22,SUP-049,2024-09-17,1
PRD-00398,Oreo Vegetables 715g,Fresh Produce,Vegetables,Oreo,Box,136.38,104.85,SUP-008,2019-08-08,1
PRD-00399,Mazola Vegetables Classic 592g,Fresh Produce,Vegetables,Mazola,Can,61.72,38.33,SUP-024,2021-02-12,1
PRD-00400,Al Karamah Vegetables Natural 286g,Fresh Produce,Vegetables,Al Karamah,KG,136.2,94.99,SUP-037,2020-04-12,1
PRD-00401,Lay's Vegetables Classic 700g,Fresh Produce,Vegetables,Lay's,Box,94.26,55.76,SUP-029,2018-11-08,1
PRD-00402,KDD Vegetables Large 839g,Fresh Produce,Vegetables,KDD,Liter,73.54,42.61,SUP-028,2021-01-27,1
PRD-00403,Oreo Vegetables Gold 744g,Fresh Produce,Vegetables,Oreo,Liter,24.79,15.07,SUP-007,2019-08-05,1
PRD-00404,Logitech Vegetables Classic 559g,Fresh Produce,Vegetables,Logitech,Bottle,94.07,52.31,SUP-037,2024-08-26,1
PRD-00405,Al Muhaidib Vegetables Gold 375g,Fresh Produce,Vegetables,Al Muhaidib,Gram,111.92,84.07,SUP-018,2018-09-08,1
PRD-00406,Dasani Vegetables Classic 462g,Fresh Produce,Vegetables,Dasani,Bottle,106.51,79.65,SUP-023,2018-02-10,1
PRD-00407,KDD Vegetables Family 202g,Fresh Produce,Vegetables,KDD,Pack,42.46,26.28,SUP-043,2018-07-22,0
PRD-00408,Apple Vegetables 572g,Fresh Produce,Vegetables,Apple,Box,67.64,41.26,SUP-039,2019-06-04,1
PRD-00409,Carrefour Vegetables Family 257g,Fresh Produce,Vegetables,Carrefour,Pack,111.83,74.41,SUP-016,2020-11-07,1
PRD-00410,Carrefour Vegetables Classic 704g,Fresh Produce,Vegetables,Carrefour,Box,139.94,100.65,SUP-001,2021-05-24,0
PRD-00411,Al Ghurair Vegetables Natural 604g,Fresh Produce,Vegetables,Al Ghurair,Liter,75.16,55.68,SUP-013,2020-05-05,1
PRD-00412,Tyson Herbs Gold 540g,Fresh Produce,Herbs,Tyson,Gram,89.46,51.16,SUP-040,2018-08-23,1
PRD-00413,Lay's Herbs Gold 781g,Fresh Produce,Herbs,Lay's,KG,71.42,55.05,SUP-018,2018-08-23,0
PRD-00414,Lay's Herbs Organic 852g,Fresh Produce,Herbs,Lay's,Bottle,96.39,71.41,SUP-035,2019-12-05,1
PRD-00415,Carrefour Herbs Value 238g,Fresh Produce,Herbs,Carrefour,Liter,66.99,48.99,SUP-002,2023-09-12,1
PRD-00416,P&G Herbs 897g,Fresh Produce,Herbs,P&G,Box,73.63,46.63,SUP-014,2025-02-24,1
PRD-00417,Activia Herbs 501g,Fresh Produce,Herbs,Activia,Box,57.55,39,SUP-012,2020-01-22,1
PRD-00418,Almarai Herbs Gold 287g,Fresh Produce,Herbs,Almarai,Gram,113.86,81.72,SUP-043,2025-02-16,1
PRD-00419,Dasani Herbs Small 557g,Fresh Produce,Herbs,Dasani,Box,114.15,77.29,SUP-013,2024-08-09,1
PRD-00420,Logitech Herbs Premium 192g,Fresh Produce,Herbs,Logitech,Box,29.09,21.3,SUP-016,2021-01-25,1
PRD-00421,Kit Kat Herbs Family 708g,Fresh Produce,Herbs,Kit Kat,Each,86.54,63.28,SUP-039,2025-05-07,1
PRD-00422,P&G Herbs Value 140g,Fresh Produce,Herbs,P&G,Box,27.61,17.79,SUP-001,2020-12-10,1
PRD-00423,Huggies Herbs 469g,Fresh Produce,Herbs,Huggies,Liter,126.27,75.09,SUP-005,2023-05-09,1
PRD-00424,Binzagr Herbs Large 729g,Fresh Produce,Herbs,Binzagr,Pack,8.3,4.66,SUP-049,2018-12-12,0
PRD-00425,Nescafe Beef Large 651g,Meat & Seafood,Beef,Nescafe,Box,57.18,33.22,SUP-020,2023-03-15,1
PRD-00426,Lusine Beef Large 491g,Meat & Seafood,Beef,Lusine,Each,142.57,101.2,SUP-027,2018-03-29,0
PRD-00427,Aquafina Beef Premium 428g,Meat & Seafood,Beef,Aquafina,Liter,70.56,43.37,SUP-008,2022-09-09,1
PRD-00428,Al Ghurair Beef Family 500g,Meat & Seafood,Beef,Al Ghurair,KG,146.4,87.87,SUP-034,2021-12-20,1
PRD-00429,Almarai Beef Large 574g,Meat & Seafood,Beef,Almarai,Box,86.94,51.81,SUP-028,2019-01-05,1
PRD-00430,Huggies Beef Family 977g,Meat & Seafood,Beef,Huggies,Bottle,65.28,46.01,SUP-014,2020-03-22,1
PRD-00431,Al Foah Beef 365g,Meat & Seafood,Beef,Al Foah,KG,4.33,3.09,SUP-028,2021-05-12,1
PRD-00432,3M Beef Classic 498g,Meat & Seafood,Beef,3M,Gram,32.01,19.64,SUP-019,2019-04-22,1
PRD-00433,Quaker Beef Value 774g,Meat & Seafood,Beef,Quaker,Liter,28.85,19.34,SUP-031,2022-09-18,1
PRD-00434,Nestle Beef Large 909g,Meat & Seafood,Beef,Nestle,KG,129.15,88.99,SUP-012,2024-12-29,1
PRD-00435,Huggies Beef Natural 928g,Meat & Seafood,Beef,Huggies,Pack,43.42,28.61,SUP-022,2019-02-14,0
PRD-00436,Sadia Beef Classic 955g,Meat & Seafood,Beef,Sadia,Can,67.6,46.82,SUP-037,2020-02-13,1
PRD-00437,Snickers Beef Premium 272g,Meat & Seafood,Beef,Snickers,KG,105.36,71.53,SUP-029,2021-06-14,1
PRD-00438,Dettol Beef Value 272g,Meat & Seafood,Beef,Dettol,Bottle,41.93,25.65,SUP-028,2021-10-05,1
PRD-00439,Al Jazira Beef 361g,Meat & Seafood,Beef,Al Jazira,Can,124.03,84.48,SUP-001,2019-11-09,1
PRD-00440,Dettol Chicken Large 487g,Meat & Seafood,Chicken,Dettol,Box,81.57,52.71,SUP-037,2018-06-19,1
PRD-00441,Carrefour Chicken Large 628g,Meat & Seafood,Chicken,Carrefour,Liter,71.47,51.37,SUP-018,2018-09-16,1
PRD-00442,Almarai Chicken Large 612g,Meat & Seafood,Chicken,Almarai,Gram,90.35,62.7,SUP-021,2023-05-28,1
PRD-00443,Pepsi Chicken Small 340g,Meat & Seafood,Chicken,Pepsi,Gram,15.98,11.66,SUP-039,2018-03-07,1
PRD-00444,Tyson Chicken Value 646g,Meat & Seafood,Chicken,Tyson,Pack,117.7,71.82,SUP-028,2018-07-24,1
PRD-00445,Mazola Chicken Natural 854g,Meat & Seafood,Chicken,Mazola,Pack,127.35,78.64,SUP-030,2023-09-01,0
PRD-00446,Lipton Chicken Value 152g,Meat & Seafood,Chicken,Lipton,Liter,43.18,30.98,SUP-006,2024-01-30,1
PRD-00447,Samsung Chicken Organic 999g,Meat & Seafood,Chicken,Samsung,Liter,98.64,60.07,SUP-027,2023-03-30,1
PRD-00448,Tamimi Chicken Large 513g,Meat & Seafood,Chicken,Tamimi,Pack,131.83,83.66,SUP-020,2018-12-23,0
PRD-00449,Pringles Chicken 684g,Meat & Seafood,Chicken,Pringles,Each,122.93,94.14,SUP-010,2023-01-29,1
PRD-00450,Staedtler Chicken 963g,Meat & Seafood,Chicken,Staedtler,Pack,105.13,58.09,SUP-034,2021-06-15,1
PRD-00451,Al Safi Chicken Gold 494g,Meat & Seafood,Chicken,Al Safi,Each,105.38,64.99,SUP-016,2022-01-28,1
PRD-00452,Alpro Chicken Premium 445g,Meat & Seafood,Chicken,Alpro,Each,132.64,79.9,SUP-016,2022-12-25,1
PRD-00453,Faber-Castell Chicken Gold 351g,Meat & Seafood,Chicken,Faber-Castell,Bottle,65.16,36.24,SUP-031,2025-03-25,1
PRD-00454,Al Muhaidib Chicken Natural 582g,Meat & Seafood,Chicken,Al Muhaidib,Pack,33.62,22.73,SUP-009,2020-01-20,1
PRD-00455,Johnson & Johnson Chicken Value 688g,Meat & Seafood,Chicken,Johnson & Johnson,KG,63.02,45.91,SUP-040,2018-03-08,0
PRD-00456,Kellogg's Chicken Gold 541g,Meat & Seafood,Chicken,Kellogg's,Gram,77.44,46.48,SUP-049,2021-09-11,0
PRD-00457,Unilever Lamb Large 686g,Meat & Seafood,Lamb,Unilever,Liter,71.93,42.94,SUP-044,2019-11-24,0
PRD-00458,Carrefour Lamb Gold 874g,Meat & Seafood,Lamb,Carrefour,Can,93.64,72.77,SUP-002,2021-07-13,1
PRD-00459,Apple Lamb Small 684g,Meat & Seafood,Lamb,Apple,Box,5.73,3.33,SUP-008,2023-02-09,1
PRD-00460,Lipton Lamb Gold 532g,Meat & Seafood,Lamb,Lipton,Pack,98.07,66.23,SUP-026,2025-08-28,1
PRD-00461,Saudi Dairy Lamb Large 291g,Meat & Seafood,Lamb,Saudi Dairy,Each,62.55,45.37,SUP-026,2019-10-30,0
PRD-00462,Staedtler Lamb Premium 585g,Meat & Seafood,Lamb,Staedtler,Bottle,144.42,110.77,SUP-038,2024-07-09,1
PRD-00463,Dettol Lamb 182g,Meat & Seafood,Lamb,Dettol,Box,125.95,83.48,SUP-036,2019-09-23,1
PRD-00464,Carrefour Lamb Large 891g,Meat & Seafood,Lamb,Carrefour,Bottle,50.12,32.91,SUP-030,2018-01-25,0
PRD-00465,Nestle Lamb Small 725g,Meat & Seafood,Lamb,Nestle,KG,123.8,72.98,SUP-038,2021-04-10,1
PRD-00466,Red Bull Fish 648g,Meat & Seafood,Fish,Red Bull,Bottle,108.4,83.87,SUP-006,2025-07-26,1
PRD-00467,Oreo Fish 808g,Meat & Seafood,Fish,Oreo,Each,47.12,27.14,SUP-023,2024-05-05,0
PRD-00468,Johnson & Johnson Fish Natural 713g,Meat & Seafood,Fish,Johnson & Johnson,Box,68.82,38.86,SUP-022,2024-01-16,1
PRD-00469,Coca Cola Fish Small 721g,Meat & Seafood,Fish,Coca Cola,Box,2.79,2.15,SUP-018,2020-08-08,0
PRD-00470,Faber-Castell Fish Small 774g,Meat & Seafood,Fish,Faber-Castell,Bottle,78.11,57.54,SUP-045,2019-08-24,1
PRD-00471,Quaker Fish Classic 524g,Meat & Seafood,Fish,Quaker,Can,109.39,72.79,SUP-001,2022-05-02,1
PRD-00472,Binzagr Fish Large 794g,Meat & Seafood,Fish,Binzagr,Pack,42.48,26.72,SUP-042,2023-12-02,0
PRD-00473,Anker Fish Premium 205g,Meat & Seafood,Fish,Anker,Liter,113.95,79.72,SUP-017,2024-07-07,1
PRD-00474,Lusine Seafood Large 559g,Meat & Seafood,Seafood,Lusine,Each,50.96,29.37,SUP-004,2024-09-19,1
PRD-00475,Johnson & Johnson Seafood Premium 556g,Meat & Seafood,Seafood,Johnson & Johnson,Each,95.54,57.02,SUP-033,2025-01-20,0
PRD-00476,Al Safi Seafood Classic 565g,Meat & Seafood,Seafood,Al Safi,Box,78.84,50.65,SUP-034,2019-11-10,0
PRD-00477,3M Seafood Family 766g,Meat & Seafood,Seafood,3M,KG,63.66,47.21,SUP-034,2021-08-29,1
PRD-00478,Al Muhaidib Seafood Value 250g,Meat & Seafood,Seafood,Al Muhaidib,Gram,127.97,98.39,SUP-012,2025-03-12,1
PRD-00479,Al Faisaliah Seafood Classic 529g,Meat & Seafood,Seafood,Al Faisaliah,Each,43.15,27.93,SUP-038,2019-04-06,0
PRD-00480,Logitech Seafood Classic 275g,Meat & Seafood,Seafood,Logitech,Can,134.42,86.49,SUP-009,2018-03-05,0
PRD-00481,Al Safi Seafood Premium 345g,Meat & Seafood,Seafood,Al Safi,Pack,80.73,52.87,SUP-041,2019-12-19,1
PRD-00482,Coca Cola Seafood Small 387g,Meat & Seafood,Seafood,Coca Cola,KG,101.7,61.04,SUP-052,2024-09-02,1
PRD-00483,Al Faisaliah Seafood Small 442g,Meat & Seafood,Seafood,Al Faisaliah,Can,98.52,74.58,SUP-006,2020-01-02,1
PRD-00484,Activia Seafood Family 405g,Meat & Seafood,Seafood,Activia,Box,112.59,78.95,SUP-024,2020-05-30,1
PRD-00485,Local Farm Seafood Classic 259g,Meat & Seafood,Seafood,Local Farm,Bottle,5.24,3.43,SUP-016,2018-02-06,1
PRD-00486,Sadia Seafood 562g,Meat & Seafood,Seafood,Sadia,Liter,136.65,101.02,SUP-046,2018-08-29,1
PRD-00487,Al Rajhi Seafood Value 100g,Meat & Seafood,Seafood,Al Rajhi,Box,58.07,44.2,SUP-019,2020-09-19,1
PRD-00488,Oreo Seafood Small 143g,Meat & Seafood,Seafood,Oreo,Gram,22.11,13.97,SUP-045,2022-10-07,1
PRD-00489,Al Jazira Seafood Gold 934g,Meat & Seafood,Seafood,Al Jazira,Can,113.7,83.19,SUP-050,2021-02-14,1
PRD-00490,Nescafe Seafood Small 960g,Meat & Seafood,Seafood,Nescafe,Box,131.37,75.84,SUP-046,2024-05-23,1
PRD-00491,Mazola Seafood Organic 383g,Meat & Seafood,Seafood,Mazola,Liter,39.19,25.26,SUP-013,2019-06-05,1
PRD-00492,Nestle Seafood Natural 926g,Meat & Seafood,Seafood,Nestle,Can,8.17,5.63,SUP-040,2023-12-07,1
PRD-00493,Kit Kat Seafood Family 481g,Meat & Seafood,Seafood,Kit Kat,KG,88.83,60.44,SUP-032,2025-06-23,1
PRD-00494,Al Ain Seafood Small 290g,Meat & Seafood,Seafood,Al Ain,Liter,112.9,66.89,SUP-027,2024-04-27,0
PRD-00495,Al Ain Seafood Natural 507g,Meat & Seafood,Seafood,Al Ain,Pack,4.13,3.19,SUP-037,2024-07-17,1
PRD-00496,Pepsi Seafood Organic 486g,Meat & Seafood,Seafood,Pepsi,Box,30.4,20.83,SUP-048,2024-10-06,0
PRD-00497,Nescafe Seafood Gold 852g,Meat & Seafood,Seafood,Nescafe,Can,34.26,25.66,SUP-026,2024-03-27,0
PRD-00498,Hyper Panda Cleaning Supplies 291g,Household,Cleaning Supplies,Hyper Panda,Gram,75.58,57.5,SUP-028,2018-02-20,1
PRD-00499,Al Foah Cleaning Supplies Gold 276g,Household,Cleaning Supplies,Al Foah,Each,38.94,26.1,SUP-052,2020-10-27,0
PRD-00500,Huggies Cleaning Supplies Organic 304g,Household,Cleaning Supplies,Huggies,Bottle,38.94,30.16,SUP-039,2018-12-13,1
PRD-00501,Al Ain Cleaning Supplies Premium 104g,Household,Cleaning Supplies,Al Ain,Pack,61.86,38.14,SUP-004,2025-04-26,1
PRD-00502,Staedtler Cleaning Supplies 841g,Household,Cleaning Supplies,Staedtler,Pack,61.34,47.23,SUP-020,2025-04-24,1
PRD-00503,Apple Cleaning Supplies Small 848g,Household,Cleaning Supplies,Apple,Pack,7.48,4.49,SUP-008,2018-03-10,1
PRD-00504,Al Osra Cleaning Supplies Value 429g,Household,Cleaning Supplies,Al Osra,Box,122.2,92.54,SUP-035,2023-04-10,1
PRD-00505,Al Safi Cleaning Supplies Gold 545g,Household,Cleaning Supplies,Al Safi,Gram,89.74,66.55,SUP-025,2021-05-02,1
PRD-00506,Activia Cleaning Supplies Family 403g,Household,Cleaning Supplies,Activia,Each,118.42,74.11,SUP-046,2025-04-12,1
PRD-00507,Nadec Cleaning Supplies Large 444g,Household,Cleaning Supplies,Nadec,Bottle,78.99,44.01,SUP-032,2022-10-14,1
PRD-00508,Local Farm Cleaning Supplies Classic 737g,Household,Cleaning Supplies,Local Farm,KG,141.51,96.01,SUP-040,2022-06-30,1
PRD-00509,Faber-Castell Cleaning Supplies Gold 936g,Household,Cleaning Supplies,Faber-Castell,Each,140.81,98.47,SUP-024,2022-07-06,0
PRD-00510,Al Ain Cleaning Supplies Classic 585g,Household,Cleaning Supplies,Al Ain,Gram,132.2,80.19,SUP-001,2023-01-12,0
PRD-00511,Johnson & Johnson Cleaning Supplies Gold 540g,Household,Cleaning Supplies,Johnson & Johnson,Gram,62.83,48.69,SUP-010,2025-04-23,1
PRD-00512,Apple Cleaning Supplies Small 353g,Household,Cleaning Supplies,Apple,KG,127.38,84.44,SUP-008,2019-11-01,1
PRD-00513,Monster Cleaning Supplies Large 593g,Household,Cleaning Supplies,Monster,Gram,144.74,107.92,SUP-007,2018-02-22,1
PRD-00514,Mazola Cleaning Supplies Large 757g,Household,Cleaning Supplies,Mazola,Box,74.8,42.4,SUP-023,2018-09-12,1
PRD-00515,Johnson & Johnson Cleaning Supplies 880g,Household,Cleaning Supplies,Johnson & Johnson,Box,15.21,11.74,SUP-010,2021-09-28,0
PRD-00516,Activia Cleaning Supplies 839g,Household,Cleaning Supplies,Activia,Pack,125.78,86.27,SUP-034,2023-06-07,1
PRD-00517,Red Bull Cleaning Supplies Large 405g,Household,Cleaning Supplies,Red Bull,Box,70.29,51.76,SUP-020,2021-01-31,1
PRD-00518,Kit Kat Cleaning Supplies Premium 898g,Household,Cleaning Supplies,Kit Kat,KG,83.62,55.48,SUP-002,2022-12-24,0
PRD-00519,Johnson & Johnson Cleaning Supplies Large 422g,Household,Cleaning Supplies,Johnson & Johnson,Pack,130.24,99.28,SUP-001,2023-04-11,1
PRD-00520,Al Karamah Laundry 173g,Household,Laundry,Al Karamah,Can,117.17,81.42,SUP-045,2024-04-01,1
PRD-00521,Lusine Laundry Large 773g,Household,Laundry,Lusine,Box,73.79,55.25,SUP-038,2021-11-22,1
PRD-00522,Cadbury Laundry Large 361g,Household,Laundry,Cadbury,Each,54.37,37.47,SUP-005,2024-04-05,1
PRD-00523,Al Jazira Laundry Organic 657g,Household,Laundry,Al Jazira,Pack,2.71,1.94,SUP-052,2019-01-26,1
PRD-00524,Pilot Laundry Small 377g,Household,Laundry,Pilot,Liter,125.69,88.47,SUP-016,2024-10-02,1
PRD-00525,Faber-Castell Laundry Value 940g,Household,Laundry,Faber-Castell,Can,61.26,33.73,SUP-019,2018-02-16,0
PRD-00526,Nescafe Laundry Premium 834g,Household,Laundry,Nescafe,KG,134.11,83.6,SUP-020,2019-04-26,0
PRD-00527,Cadbury Laundry Large 718g,Household,Laundry,Cadbury,Box,147.75,87.32,SUP-052,2024-01-20,1
PRD-00528,Tamimi Laundry Natural 503g,Household,Laundry,Tamimi,Box,33.33,24.21,SUP-048,2018-06-13,1
PRD-00529,Al Jazira Laundry Gold 667g,Household,Laundry,Al Jazira,Liter,57.33,40.56,SUP-018,2025-01-17,1
PRD-00530,Al Muhaidib Laundry Gold 112g,Household,Laundry,Al Muhaidib,Box,68.11,43.6,SUP-011,2024-10-26,1
PRD-00531,Lusine Laundry Natural 389g,Household,Laundry,Lusine,Liter,145.7,103.9,SUP-014,2020-04-14,1
PRD-00532,Lay's Laundry Family 304g,Household,Laundry,Lay's,Each,108.82,83.19,SUP-039,2023-04-03,1
PRD-00533,Lipton Laundry Gold 619g,Household,Laundry,Lipton,Each,127.88,92.75,SUP-028,2023-06-20,1
PRD-00534,Al Jazira Laundry 671g,Household,Laundry,Al Jazira,Can,108.68,84.58,SUP-003,2024-09-09,1
PRD-00535,Al Safi Laundry Classic 713g,Household,Laundry,Al Safi,Pack,146.91,99.08,SUP-047,2025-01-21,1
PRD-00536,Anker Laundry Classic 304g,Household,Laundry,Anker,Box,35.3,26,SUP-025,2019-02-15,1
PRD-00537,Lay's Laundry Gold 446g,Household,Laundry,Lay's,Each,81.72,51.39,SUP-052,2022-06-24,1
PRD-00538,Al Muhaidib Paper Products 771g,Household,Paper Products,Al Muhaidib,Liter,20.1,11.2,SUP-030,2025-09-01,1
PRD-00539,Aquafina Paper Products Large 715g,Household,Paper Products,Aquafina,Can,5.17,3.65,SUP-031,2023-05-10,1
PRD-00540,Pringles Paper Products Small 591g,Household,Paper Products,Pringles,Each,107.4,80.4,SUP-044,2025-08-12,1
PRD-00541,Faber-Castell Paper Products Large 181g,Household,Paper Products,Faber-Castell,Can,96.98,70.08,SUP-019,2022-05-19,1
PRD-00542,Huggies Paper Products Organic 846g,Household,Paper Products,Huggies,Bottle,93.59,63.89,SUP-027,2023-06-14,1
PRD-00543,Johnson & Johnson Paper Products Natural 284g,Household,Paper Products,Johnson & Johnson,Bottle,22.01,13.76,SUP-049,2024-06-18,1
PRD-00544,Staedtler Paper Products Large 113g,Household,Paper Products,Staedtler,Box,2.91,2.1,SUP-005,2023-12-30,1
PRD-00545,Saudi Dairy Paper Products Value 932g,Household,Paper Products,Saudi Dairy,Can,21.64,11.93,SUP-025,2023-10-19,1
PRD-00546,Nadec Paper Products Premium 502g,Household,Paper Products,Nadec,Bottle,51.27,28.69,SUP-026,2020-09-04,1
PRD-00547,Samsung Paper Products Premium 232g,Household,Paper Products,Samsung,Pack,3.73,2.61,SUP-028,2020-12-25,1
PRD-00548,Al Rajhi Paper Products Classic 111g,Household,Paper Products,Al Rajhi,Bottle,82.89,56.77,SUP-038,2019-04-30,1
PRD-00549,Nadec Paper Products Large 754g,Household,Paper Products,Nadec,Each,121.31,70.71,SUP-009,2018-04-06,0
PRD-00550,Lipton Paper Products Large 885g,Household,Paper Products,Lipton,Can,52.5,38.02,SUP-037,2023-03-30,0
PRD-00551,Monster Air Fresheners 764g,Household,Air Fresheners,Monster,Box,128.98,99.69,SUP-003,2018-07-22,0
PRD-00552,Hyper Panda Air Fresheners Premium 236g,Household,Air Fresheners,Hyper Panda,Can,81.18,51.16,SUP-032,2021-04-24,1
PRD-00553,Lipton Air Fresheners 240g,Household,Air Fresheners,Lipton,Each,122.17,76.16,SUP-048,2024-03-30,0
PRD-00554,Kit Kat Air Fresheners Organic 330g,Household,Air Fresheners,Kit Kat,Pack,104.79,60.63,SUP-002,2025-01-27,0
PRD-00555,Al Foah Air Fresheners 498g,Household,Air Fresheners,Al Foah,Gram,108.46,75.35,SUP-034,2020-05-15,1
PRD-00556,Logitech Air Fresheners Small 880g,Household,Air Fresheners,Logitech,Gram,126.25,81,SUP-026,2019-10-05,1
PRD-00557,Local Farm Air Fresheners Organic 252g,Household,Air Fresheners,Local Farm,Pack,119.64,79.38,SUP-032,2018-08-03,1
PRD-00558,Carrefour Air Fresheners Premium 340g,Household,Air Fresheners,Carrefour,Liter,62.59,35.9,SUP-027,2019-07-26,1
PRD-00559,Al Rifai Air Fresheners Value 110g,Household,Air Fresheners,Al Rifai,KG,64.9,42.4,SUP-041,2019-09-24,1
PRD-00560,Pilot Air Fresheners Premium 234g,Household,Air Fresheners,Pilot,Bottle,138.42,87.38,SUP-005,2022-02-08,0
PRD-00561,Pringles Air Fresheners Organic 303g,Household,Air Fresheners,Pringles,Each,6.51,3.68,SUP-015,2025-08-14,1
PRD-00562,Nestle Air Fresheners Classic 423g,Household,Air Fresheners,Nestle,Liter,75.81,42.64,SUP-034,2022-12-08,0
PRD-00563,Nadec Air Fresheners Family 361g,Household,Air Fresheners,Nadec,KG,57.58,32.66,SUP-016,2024-08-16,1
PRD-00564,Snickers Air Fresheners Small 157g,Household,Air Fresheners,Snickers,Liter,67.74,52.35,SUP-047,2022-02-05,1
PRD-00565,KDD Air Fresheners Organic 811g,Household,Air Fresheners,KDD,Can,102.8,70.34,SUP-021,2023-03-01,1
PRD-00566,Al Watania Air Fresheners Classic 876g,Household,Air Fresheners,Al Watania,Liter,140.2,91.13,SUP-048,2021-05-15,1
PRD-00567,Tyson Air Fresheners Organic 497g,Household,Air Fresheners,Tyson,Pack,34.18,23.15,SUP-013,2021-08-13,0
PRD-00568,Mazola Air Fresheners Gold 571g,Household,Air Fresheners,Mazola,Liter,41.42,27.99,SUP-001,2022-03-13,1
PRD-00569,Nadec Air Fresheners Large 863g,Household,Air Fresheners,Nadec,Can,116.37,86.69,SUP-052,2018-12-30,0
PRD-00570,Nescafe Insecticides Classic 677g,Household,Insecticides,Nescafe,Box,128.69,75.63,SUP-039,2022-01-14,1
PRD-00571,Mazola Insecticides Large 970g,Household,Insecticides,Mazola,Box,38.18,27.06,SUP-039,2023-05-17,1
PRD-00572,Colgate Insecticides Large 679g,Household,Insecticides,Colgate,Liter,103.19,63.62,SUP-003,2020-02-02,0
PRD-00573,Faber-Castell Insecticides Large 881g,Household,Insecticides,Faber-Castell,Box,22.17,16.35,SUP-052,2023-02-28,1
PRD-00574,Al Rajhi Insecticides Family 364g,Household,Insecticides,Al Rajhi,Box,129.27,84.16,SUP-016,2024-12-22,1
PRD-00575,Monster Insecticides Organic 767g,Household,Insecticides,Monster,Box,108.84,61.03,SUP-016,2020-01-17,1
PRD-00576,Al Watania Insecticides Premium 166g,Household,Insecticides,Al Watania,Liter,16.35,11.31,SUP-015,2019-12-19,0
PRD-00577,Cadbury Insecticides Large 404g,Household,Insecticides,Cadbury,Can,45.77,32.12,SUP-039,2024-08-17,0
PRD-00578,Aquafina Insecticides Premium 918g,Household,Insecticides,Aquafina,Can,133.7,83.73,SUP-021,2018-12-11,1
PRD-00579,Samsung Insecticides Organic 229g,Household,Insecticides,Samsung,Liter,42.14,23.74,SUP-029,2021-08-18,1
PRD-00580,Al Watania Insecticides 171g,Household,Insecticides,Al Watania,Bottle,104.23,70.54,SUP-015,2019-05-25,1
PRD-00581,Almarai Insecticides Natural 907g,Household,Insecticides,Almarai,KG,108.2,84.01,SUP-014,2025-07-21,1
PRD-00582,Pepsi Insecticides Natural 740g,Household,Insecticides,Pepsi,Box,116.58,88.62,SUP-032,2023-01-15,1
PRD-00583,Quaker Insecticides Classic 524g,Household,Insecticides,Quaker,Each,34.71,26.71,SUP-026,2021-05-08,1
PRD-00584,Saudi Dairy Insecticides Value 103g,Household,Insecticides,Saudi Dairy,Bottle,139.01,94.31,SUP-004,2020-09-02,1
PRD-00585,Pampers Insecticides 420g,Household,Insecticides,Pampers,Box,7.6,5.27,SUP-051,2021-05-31,1
PRD-00586,Lusine Shampoo Premium 755g,Personal Care,Shampoo,Lusine,Can,109.87,80.42,SUP-020,2018-08-08,1
PRD-00587,Pilot Shampoo Premium 791g,Personal Care,Shampoo,Pilot,Liter,75.67,49.85,SUP-049,2022-02-11,0
PRD-00588,Dasani Shampoo Natural 241g,Personal Care,Shampoo,Dasani,Gram,65.63,44.69,SUP-001,2022-10-27,1
PRD-00589,Almarai Shampoo Large 823g,Personal Care,Shampoo,Almarai,Liter,126.81,75.31,SUP-033,2025-06-06,1
PRD-00590,Al Faisaliah Shampoo Natural 914g,Personal Care,Shampoo,Al Faisaliah,KG,127.43,97.81,SUP-047,2018-10-18,1
PRD-00591,Al Watania Shampoo Organic 709g,Personal Care,Shampoo,Al Watania,Can,68.55,47.88,SUP-014,2019-03-04,0
PRD-00592,Staedtler Shampoo 815g,Personal Care,Shampoo,Staedtler,Can,34.59,24.98,SUP-035,2021-02-11,0
PRD-00593,Colgate Shampoo 823g,Personal Care,Shampoo,Colgate,Liter,13.91,7.76,SUP-048,2024-12-15,1
PRD-00594,Huggies Shampoo Small 711g,Personal Care,Shampoo,Huggies,Bottle,48.75,28.42,SUP-027,2022-11-23,1
PRD-00595,Red Bull Shampoo Large 704g,Personal Care,Shampoo,Red Bull,KG,21.31,16.1,SUP-007,2019-06-20,1
PRD-00596,Dasani Shampoo 820g,Personal Care,Shampoo,Dasani,Pack,108.49,76.15,SUP-007,2021-09-11,0
PRD-00597,Kit Kat Shampoo Organic 333g,Personal Care,Shampoo,Kit Kat,KG,85.45,47.32,SUP-045,2018-10-27,1
PRD-00598,Tamimi Shampoo Family 240g,Personal Care,Shampoo,Tamimi,Bottle,68.94,50.87,SUP-034,2021-05-30,1
PRD-00599,Snickers Shampoo Family 449g,Personal Care,Shampoo,Snickers,Liter,27.96,19.98,SUP-048,2023-08-27,1
PRD-00600,Al Karamah Shampoo Gold 638g,Personal Care,Shampoo,Al Karamah,Box,127.47,96.76,SUP-009,2020-04-19,1
PRD-00601,Al Osra Shampoo Value 159g,Personal Care,Shampoo,Al Osra,Gram,97.34,68.25,SUP-019,2018-10-04,1
